rank,market_rank,name,symbol,address,decimals,market_cap_usd
392,761,Victoria VR,VR,0x7d5121505149065b562c789a0145ed750e6e8cdd,18,28103796
393,762,Uquid Coin,UQC,0x8806926ab68eb5a7b909dcaf6fdbe5d93271d6e2,18,28090614
394,759,Metis,METIS,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,18,28084221
395,765,Sophon,SOPH,0x6b7774cb12ed7573a7586e7d0e62a2a563ddd3f0,18,28005681
396,766,Tesla (Ondo Tokenized Stock),TSLAON,0xf6b1117ec07684d3958cad8beb1b302bfd21103f,18,27904062
397,770,Aergo [OLD],AERGO,0x91af0fbb28aba7e31403cb457106ce79397fd4e6,18,27625421
398,771,PHALA,PHA,0x6c5ba91642f10282b576d91922ae6448c9d52f4e,18,27612161
399,772,Monerium EUR emoney [OLD],EURE,0x3231cb76718cdef2155fc47b5286d82e6eda273f,18,27604634
400,773,x-DOL-x,XDOL,0xa4842662637e7c8a0210247d89244b0e45d3f777,18,27586046
401,774,Gravity (by Galxe),G,0x9c7beba8f6ef6643abd725e45a4e8387ef260649,18,27540865
402,776,Stronghold,SHX,0x516d31321928700c6b4fb0db0c8c6bc5d6799787,18,27369414
403,777,BLOCKv,VEE,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,18,27236724
404,778,Arcblock,ABT,0xb98d4c97425d9908e66e53a6fdf673acca0be986,18,27193209
405,781,DOVU,DOVU,0x2aeabde1ab736c59e9a19bed67681869eef39526,18,26905110
406,779,OpenServ,SERV,0x40e3d1a4b2c47d9aa61261f5606136ef73e28042,18,26819073
407,782,Usual,USUAL,0xc4441c2be5d8fa8126822b9929ca0b81ea0de38e,18,26809090
408,784,Anoma,XAN,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,18,26700988
409,785,Lagrange,LA,0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,18,26639919
410,786,Noon USN,USN,0xda67b4284609d2d48e5d10cfac411572727dc1ed,18,26502340
411,788,XT.com,XT,0x4be10da47a07716af28ad199fbe020501bddd7af,18,26467447
412,789,Chintai,CHEX,0x9ce84f6a69986a83d92c324df10bc8e64771030f,18,26420243
413,790,SEDA,SEDA,0x14862c03a0caccc1ab328b062e64e31b2a1afcd7,18,26389462
414,793,GameBuild,GAME,0x825459139c897d769339f295e962396c4f9e4a4d,18,26282993
415,794,Civic,CVC,0x41e5560054824ea6b0732e656e3ad64e20e94e45,18,26227253
416,796,Smooth Love Potion,SLP,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25,18,26167671
417,797,Saakuru,SKR,0xe2dca969624795985f2f083bcd0b674337ba130a,18,26121178
418,798,Animecoin,ANIME,0x4dc26fc5854e7648a064a4abd590bbe71724c277,18,26050222
419,799,Acurast,ACU,0x216b3643ff8b7bb30d8a48e9f1bd550126202add,18,25962943
420,802,Echelon Prime,PRIME,0xb23d80f5fefcddaa212212f028021b41ded428cf,18,25845574
421,803,Goldfish Gold,GGBR,0x7e2ac793f3e692f388e66c7dc28f739d13b0b71a,18,25824963
422,804,Aevo,AEVO,0xb528edbef013aff855ac3c50b381f253af13b997,18,25783570
423,805,Big Time,BIGTIME,0x64bc2ca1be492be7185faa2c8835d9b824c8a194,18,25708856
424,806,Nest Basis Vault,NBASIS,0x11113ff3a60c2450f4b22515cb760417259ee94b,18,25607232
425,808,Opinion,OPN,0x7977bf3e7e0c954d12cdca3e013adaf57e0b06e0,18,25483681
426,809,Cobak,CBK,0xd85a6ae55a7f33b0ee113c234d2ee308edeaf7fd,18,25377923
427,811,Stargate Finance,STG,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,18,25022781
428,815,Ocean Protocol,OCEAN,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,18,24781554
429,816,Kyber Network Crystal,KNC,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,18,24663313
430,822,Tornado Cash,TORN,0x77777feddddffc19ff86db637967013e6c6a116c,18,24331418
431,823,CargoX,CXO,0xb6ee9668771a79be7967ee29a63d4184f8097143,18,24316586
432,825,Spiko UK T-Bills Money Market Fund,UKTBL,0xf695df6c0f3bb45918a7a82e83348fc59517734e,18,24241126
433,826,Zentry,ZENT,0xdbb7a34bf10169d6d2d0d02a6cbb436cf4381bfa,18,24224707
434,827,Midas mHYPER,MHYPER,0x9b5528528656dbc094765e2abb79f293c21191b9,18,24163162
435,832,Caldera,ERA,0xe2ad0bf751834f2fbdc62a41014f84d67ca1de2a,18,24011712
436,834,FOLKS,FOLKS,0xff7f8f301f7a706e3cfd3d2275f5dc0b9ee8009b,18,23993520
437,838,Nasdaq xStock,QQQX,0xa753a7395cae905cd615da0b82a53e0560f250af,18,23793893
438,841,Chromia,CHR,0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2,18,23536220
439,842,DIA,DIA,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,18,23524732
440,845,Eclipse,ES,0x6055dc6ff1077eebe5e6d2ba1a1f53d7ef8430de,18,23375211
441,846,Pocket Network,POKT,0x764a726d9ced0433a8d7643335919deb03a9a935,18,23350426
442,849,Infinex,INX,0xdef1b2d939edc0e4d35806c59b3166f790175afe,18,23226715
443,851,Nillion,NIL,0x7cf9a80db3b29ee8efe3710aadb7b95270572d47,18,23215520
444,850,SynFutures,F,0x6e15a54b5ecac17e58dadeddbe8506a7560252f9,18,23202134
445,852,Adshares,ADS,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,18,23174604
446,853,Vultisig,VULT,0xb788144df611029c60b859df47e79b7726c4deba,18,23159174
447,856,Electronic USD,EUSD,0xa0d69e286b938e21cbf7e51d71f6a4c8918f482f,18,22988311
448,857,Fluent,BLEND,0xd8a271974e8edae9d7b58e3370dc1669427503f4,18,22950022
449,859,Nym,NYM,0x525a8f6f3ba4752868cde25164382bfbae3990e1,18,22914047
450,860,Delysium,AGI,0x7da2641000cbb407c329310c461b2cb9c70c3046,18,22906992
451,862,Alphabet xStock,GOOGLX,0xe92f673ca36c5e2efd2de7628f815f84807e803f,18,22765462
452,864,Bifrost,BFC,0x0c7d5ae016f806603cb1782bea29ac69471cab9c,18,22611183
453,866,SingularityNET,AGIX,0x5b7533812759b45c2b44c19e320ba2cd2681b542,18,22560401
454,867,Treasure,MAGIC,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,18,22548187
455,870,Adventure Gold,AGLD,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,18,22502722
456,871,QuarkChain,QKC,0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664,18,22458001
457,873,Advertise Coin,ADCO,0xb6c3dc857845a713d3531cea5ac546f6767992f4,18,22341860
458,874,A Hunters Dream,CAW,0xf3b9569f82b18aef890de263b84189bd33ebe452,18,22334624
459,878,Bit2Me,B2M,0xd7c302fc3ac829c7e896a32c4bd126f3e8bd0a1f,18,22118148
460,880,Yield Basis,YB,0x01791f726b4103694969820be083196cc7c045ff,18,21988738
461,883,Intel (Ondo Tokenized Stock),INTCON,0xfda09936dbd717368de0835ba441d9e62069d36f,18,21939588
462,884,Loopring,LRC,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,18,21797913
463,885,Compounding OpenDollar,CUSDO,0xad55aebc9b8c03fc43cd9f62260391c13c23e7c0,18,21765942
464,886,Boundless,ZKC,0x000006c2a22ff4a44ff1f5d0f2ed65f781f55555,18,21765186
465,887,Osaka Protocol,OSAK,0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,18,21716541
466,888,Synthetix sUSD,SUSD,0x57ab1ec28d129707052df4df418d58a2d46d5f51,18,21661482
467,892,Coin98,C98,0xae12c5930881c53715b369cec7606b70d8eb229f,18,21518846
468,895,Orderly,ORDER,0xabd4c63d2616a5201454168269031355f4764337,18,21115176
469,896,Taiko,TAIKO,0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800,18,21097663
470,899,Propy,PRO,0x226bb599a12c826476e3a771454697ea52e9e220,18,20914995
471,904,StrikeX,STRX,0x4ed257678fc4e76df9642a416b223729fdedbefd,18,20616947
472,905,Hunt,HUNT,0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5,18,20563127
473,906,JPY Coin,JPYC,0xe7c3d8c9a439fede00d2600032d5db0be71c3c29,18,20528404
474,907,Energy Web Token,EWT,0x178c820f862b14f316509ec36b13123da19a6054,18,20495599
475,913,Allora,ALLO,0x8408d45b61f5823298f19a09b53b7339c0280489,18,20176308
476,914,COINDEPO,COINDEPO,0xb40725714fe8c547c5b0c1472cba3554efa81718,18,20105328
477,915,INFINIT,IN,0x61fac5f038515572d6f42d4bcb6b581642753d50,18,20028115
478,916,MAP Protocol,MAPO,0x66d79b8f60ec93bfce0b56f5ac14a2714e509a99,18,19993544
479,918,MAX,MAX,0xe7976c4efc60d9f4c200cc1bcef1a1e3b02c73e7,18,19923990
480,919,JPY Coin,JPYC,0x431d5dff03120afa4bdf332c61a6e1766ef37bdb,18,19872516
481,922,QANplatform,QANX,0xaaa9214f675316182eaa21c85f0ca99160cc3aaa,18,19663643
482,923,Aurora,AURORA,0xaaaaaa20d9e0e2461697782ef11675f668207961,18,19590773
483,925,Re Protocol reUSDe,REUSDE,0xddc0f880ff6e4e22e4b74632fbb43ce4df6ccc5a,18,19268774
484,926,GAIB AID,AID,0x18f52b3fb465118731d9e0d276d4eb3599d57596,18,19213048
485,927,AVA (Travala),AVA,0xa6c0c097741d55ecd9a3a7def3a8253fd022ceb9,18,19209548
486,928,KernelDAO,KERNEL,0x3f80b1c54ae920be41a77f8b902259d48cf24ccf,18,19194242
487,929,HarryPotterObamaSonic10Inu (ETH),BITCOIN,0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,18,19187997
488,931,iShares 20+ Year Treasury Bond ETF (Ondo Tokenized ETF),TLTON,0x992651bfeb9a0dcc4457610e284ba66d86489d4d,18,19163154
489,935,DODO,DODO,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,18,18887134
490,937,Orochi Network,ON,0x33f6be84becff45ea6aa2952d7ef890b44bfb59d,18,18783199
491,939,Tree,TREE,0xba25b2281214300e4e649fead9a6d6acd25f1c0a,18,18761276
492,940,Backed IB01 $ Treasury Bond 0-1yr,BIB01,0xca30c93b02514f86d5c86a6e375e3a330b435fb5,18,18740609
493,942,Chainflip,FLIP,0x826180541412d574cf1336d22c0c0a287822678a,18,18713713
494,944,Based,BASED,0x4f2b33840227ddd0e28da8d4185d6fa07adfed87,18,18614837
495,946,Biconomy,BICO,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,18,18550761
496,948,AITECH Cloud Network,ACN,0x3e76dd57e649a263a532cc9bcc58b32a065fb2a4,18,18510817
497,954,Checkmate,CHECK,0x9126236476efba9ad8ab77855c60eb5bf37586eb,18,18126120
498,959,Radworks,RAD,0x31c8eacbffdd875c74b94b077895bd78cf1e64a3,18,18058748
499,958,Data Ownership Protocol 2,DOP2,0xa37db5456b5938aa50b33575ae2eb8048ca5959b,18,17959508
500,960,JPY Coin v1,JPYC,0x2370f9d504c7a6e775bf6e14b3f12846b594cd53,18,17892272
501,962,Enso,ENSO,0x699f088b5dddcafb7c4824db5b10b57b37cb0c66,18,17801850
502,963,MEZO,MEZO,0x8e4cbbcc33db6c0a18561fde1f6ba35906d4848b,18,17764488
503,965,Hegic,HEGIC,0x584bc13c7d411c00c01a62e8019472de68768430,18,17642937
504,966,StakeStone,STO,0x1d88713b483a8e45cff0e5cd7c2e15e5fab4534d,18,17571849
505,968,Royal Euro,REUR,0x3ed0b3c4c0168a560d34e361b8130dcca4677736,18,17456492
506,976,Morpheus AI,MOR,0xcbb8f1bda10b9696c57e13bc128fe674769dcec0,18,17308092
507,984,AI Analysis Token,AIAT,0x0501b9188436e35bb10f35998c40adc079003866,18,17260716
508,974,Power Protocol,POWER,0x9dc44ae5be187eca9e2a67e33f27a4c91cea1223,18,17242266
509,979,Corn,CORN,0x44f49ff0da2498bcb1d3dc7c0f999578f67fd8c6,18,17174800
510,982,USP Yield Optimized Stablecoin,USP,0x098697ba3fee4ea76294c5d6a466a4e3b3e95fe6,18,17070493
511,987,Newton Protocol,NEWT,0xd0ec028a3d21533fdd200838f39c85b03679285d,18,16893445
512,988,DeGate,DG,0x53c8395465a84955c95159814461466053dedede,18,16849536
513,990,Faith Tribe,FTRB,0x2596825a84888e8f24b747df29e11b5dd03c81d7,18,16734234
514,991,Metadium,META,0xde2f7766c8bf14ca67193128535e5c7454f8387c,18,16707182
515,992,Keep Network,KEEP,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,18,16694789
516,993,BOB (Build on Bitcoin),BOB,0xc9746f73cc33a36c2cd55b8aefd732586946cedd,18,16636017
517,994,Dolomite,DOLO,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,18,16624328
518,1001,iShares Core MSCI EAFE ETF (Ondo Tokenized ETF),IEFAON,0xfeff7a377a86462f5a2a872009722c154707f09e,18,16382922
519,1000,Spacecoin,SPACE,0x87acfa3fd7a6e0d48677d070644d76905c2bdc00,18,16375697
520,1005,Banana Gun,BANANA,0x38e68a37e401f7271568cecaac63c6b1e19130b4,18,16338023
521,1006,Layer3,L3,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,18,16336702
522,1008,Avail,AVAIL,0xeeb4d8400aeefafc1b2953e0094134a887c76bd8,18,16175666
523,1009,Shardus,ULT,0x09617f6fd6cf8a71278ec86e23bbab29c04353a7,18,16131743
524,1011,Huobi,HT,0x6f259637dcd74c767781e37bc6133cd6a68aa161,18,16130274
525,1018,Celer Network,CELR,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,18,15966291
526,1023,Capx AI,CAPX,0x833e53f1e2d320e0768671dee5cec88b2d93330f,18,15790506
527,1025,SMARDEX,SDEX,0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,18,15759665
528,1027,zkPass,ZKP,0xe1be424f442d0687129128c6c38aace44f8c8dbc,18,15660332
529,1028,MicroStrategy (Ondo Tokenized Stock),MSTRON,0xcabd955322dfbf94c084929ac5e9eca3feb5556f,18,15643172
530,1030,Origin Token,OGN,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,18,15551393
531,1031,stake.link,SDL,0xa95c5ebb86e0de73b4fb8c47a45b792cfea28c23,18,15536839
532,1035,Microsoft (Ondo Tokenized Stock),MSFTON,0xb812837b81a3a6b81d7cd74cfb19a7f2784555e5,18,15469588
533,1037,HOPR,HOPR,0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,18,15368869
534,1039,Handy,HANDY,0x8bbe1a2961b41340468d0548c2cd5b7dfa9b684c,18,15287861
535,1040,Storj,STORJ,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,18,15168570
536,1042,IXS,IXS,0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,18,15132723
537,1029,PolySwarm,NCT,0x9e46a38f5daabe8683e10793b06749eef7d733d1,18,15099530
538,1044,Lumia,LUMIA,0xd9343a049d5dbd89cd19dc6bca8c48fb3a0a42a7,18,15094649
539,1049,XSGD,XSGD,0x70e8de73ce538da2beed35d14187f6959a8eca96,18,14936689
540,1054,Bone ShibaSwap,BONE,0x9813037ee2218799597d83d4a5b6f3b6778218d9,18,14662219
541,1056,Gods Unchained,GODS,0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,18,14656520
542,1057,Alpha Quark,AQT,0x2a9bdcff37ab68b95a53435adfd8892e86084f93,18,14600929
543,1058,RSS3,RSS3,0xc98d64da73a6616c42117b582e832812e7b8d57f,18,14561998
544,1062,Artificial Liquid Intelligence,ALI,0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,18,14488231
545,1063,SanDisk (Ondo Tokenized),SNDKON,0x71e2400cf1cb83204f33794ed326636a71a9aafc,18,14473359
546,1066,Firmachain,FCT,0xe1bad922f84b198a08292fb600319300ae32471b,18,14388966
547,1067,SuperRare,RARE,0xba5bde662c17e2adff1075610382b9b691296350,18,14386643
548,1069,iShares Core US Aggregate Bond ETF (Ondo Tokenized ETF),AGGON,0xff7cf16aa2ffc463b996db2f7b7cf0130336899d,18,14333325
549,1070,BounceBit,BB,0xd459eceddafcc1d876a3be7290a2e16e801073a3,18,14306984
550,1071,Stader,SD,0x30d20208d987713f46dfd34ef128bb16c404d10f,18,14297904
551,1073,SWEAT,SWEAT,0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35,18,14261982
552,1075,Maverick Protocol,MAV,0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd,18,14206459
553,1077,Goldfinch,GFI,0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b,18,14061047
554,1078,SPACE ID,ID,0x2dff88a56767223a5529ea5960da7a3f5f766406,18,14049737
555,1081,iShares Gold Trust (Ondo Tokenized Stock),IAUON,0x4f0ca3df1c2e6b943cf82e649d576ffe7b2fabcf,18,14005945
556,1083,Alien Worlds,TLM,0x888888848b652b3e3a0f34c96e00eec0f3a23f72,18,14005563
557,1084,SideShift,XAI,0x35e78b3982e87ecfd5b3f3265b601c046cdbe232,18,13947640
558,1085,Resolv,RESOLV,0x259338656198ec7a76c729514d3cb45dfbf768a1,18,13946206
559,1089,DeBox,BOX,0x32b77729cd87f1ef2bea4c650c16f89f08472c69,18,13798180
560,1091,Cookie DAO,COOKIE,0xc0041ef357b183448b235a8ea73ce4e4ec8c265f,18,13736468
561,1094,My Neighbor Alice,ALICE,0xac51066d7bec65dc4589368da368b212745d63e8,18,13729903
562,1096,Tribe,TRIBE,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,18,13627402
563,1097,Marlin,POND,0x57b946008913b82e4df85f501cbaed910e58d26c,18,13596134
564,1098,Oracle (Ondo Tokenized Stock),ORCLON,0x8a23c6baadb88512b30475c83df6a63881e33e1e,18,13546062
565,1104,VitaDAO,VITA,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,18,13259438
566,1106,Alchemix,ALCX,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,18,13241742
567,1111,Cortex,CX,0x000000000000012def132e61759048be5b5c6033,18,13152557
568,1116,Boba Network,BOBA,0x42bbfa2e77757c645eeaad1655e0911a7553efbc,18,13039571
569,1115,Apple (Ondo Tokenized Stock),AAPLON,0x14c3abf95cb9c93a8b82c1cdcb76d72cb87b2d4c,18,13025641
570,1118,Coinmetro,XCM,0x36ac219f90f5a6a3c77f2a7b660e3cc701f68e25,18,13011361
571,1120,ELYSIA,EL,0x2781246fe707bb15cee3e5ea354e2154a2877b16,18,12913226
572,1122,USD CoinVertible,USDCV,0x5422374b27757da72d5265cc745ea906e0446634,18,12900804
573,1125,StablR Euro,EURR,0x50753cfaf86c094925bf976f218d043f8791e408,18,12869121
574,1131,Wilder World,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,18,12792625
575,1132,Vulcan Forged,PYR,0x430ef9263e76dae63c84292c3409d61c598e9682,18,12761543
576,1130,Puffer,PUFFER,0x4d1c297d39c5c1277964d0e3f8aa901493664530,18,12751207
577,1133,CorgiAI,CORGIAI,0x6b431b8a964bfcf28191b07c91189ff4403957d0,18,12686800
578,1103,PunkStrategy,PNKSTR,0xc50673edb3a7b94e8cad8a7d4e0cd68864e33edf,18,12663330
579,1140,Ninja Squad Token,NST,0x70bef3bb2f001da2fddb207dae696cd9faff3f5d,18,12611875
580,1142,Midas mRe7YIELD,MRE7YIELD,0x87c9053c819bb28e0d73d33059e1b3da80afb0cf,18,12474625
581,1143,SquidGrow,SQGROW,0xb72e76ccf005313868db7b48070901a44629da98,18,12456935
582,1145,WOM Protocol,WOM,0xbd356a39bff2cada8e9248532dd879147221cf76,18,12306596
583,1154,iShares Core S&P Total US Stock Market ETF (Ondo Tokenized ETF),ITOTON,0x0692481c369e2bdc728a69ae31b848343a4567be,18,12238123
584,1148,Hashflow,HFT,0xb3999f658c0391d94a37f7ff328f3fec942bcadc,18,12237260
585,1149,Mossland,MOC,0x8bbfe65e31b348cd823c62e02ad8c19a84dd0dab,18,12235200
586,1150,LocalCoinSwap,LCS,0xaa19961b6b858d9f18a115f25aa1d98abc1fdba8,18,12219692
587,1155,Resolv Liquidity Provider Token,RLP,0x4956b52ae2ff65d74ca2d61207523288e4528f96,18,12165676
588,1157,TokenFi,TOKEN,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,18,12133703
589,1158,Vanar Chain,VANRY,0x8de5b80a0c1b02fe4976851d030b36122dbb8624,18,12075042
590,1159,WalletConnect Token,WCT,0xef4461891dfb3ac8572ccf7c794664a8dd927945,18,12072823
591,1161,Nest BlackOpal LiquidStone II Vault,NOPAL,0x119dd7daff816f29d7ee47596ae5e4bdc4299165,18,12003539
592,1162,ThunderCore,TT,0x1e053d89e08c24aa2ce5c5b4206744dc2d7bd8f5,18,11967858
593,1163,ARPA,ARPA,0xba50933c268f567bdc86e1ac131be072c6b0b71a,18,11886016
594,1168,Synapse,SYN,0x0f2d719407fdbeff09d87557abb7232601fd9f29,18,11741670
595,1169,Midas mMEV,MMEV,0x030b69280892c888670edcdcd8b69fd8026a0bf3,18,11727815
596,1172,Stable Coin,SBC,0xf9fb20b8e097904f0ab7d12e9dbee88f2dcd0f16,18,11697208
597,1176,AMD (Ondo Tokenized Stock),AMDON,0x0c1f3412a44ff99e40bf14e06e5ea321ae7b3938,18,11666665
598,1177,Worldwide USD,WUSD,0x7cd017ca5ddb86861fa983a34b5f495c6f898c41,18,11568959
599,1185,Pentagon Chain,PC,0xa1aa371e450c5aee7fff259cbf5cca9384227272,18,11514608
600,1186,Assemble AI,ASM,0x2565ae0385659badcada1031db704442e1b69982,18,11483201
601,1188,USUALx,USUALX,0x06b964d96f5dcf7eae9d7c559b09edce244d4b8e,18,11429812
602,1192,iShares TIPS Bond ETF (Ondo Tokenized ETF),TIPON,0x2df38ca485d01fc15e4fd85847ed26b7ef871c1c,18,11358828
603,1197,DAO Maker,DAO,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,18,11243489
604,1198,heyAura,ADX,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,18,11192517
605,1199,Vestra DAO,VSTR,0x92d5942f468447f1f21c2092580f15544923b434,18,11187097
606,1203,Stables Labs USDX,USDX,0xf3527ef8de265eaa3716fb312c12847bfba66cef,18,11033981
607,1206,Apu Apustaja,APU,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,18,10993097
608,1207,Avalon,AVL,0x5c8d0c48810fd37a0a824d074ee290e64f7a8fa2,18,10977337
609,1208,Dinero,DINERO,0x6df0e641fc9847c0c6fde39be6253045440c14d3,18,10938990
610,1209,Elastos,ELA,0xe6fd75ff38adca4b97fbcd938c86b98772431867,18,10883341
611,1212,YieldFi yToken,YUSD,0x19ebd191f7a24ece672ba13a302212b5ef7f35cb,18,10860313
612,1213,iShares MSCI EAFE ETF (Ondo Tokenized ETF),EFAON,0x4111b60bc87f2bd1e81e783e271d7f0ec6ee088b,18,10808154
613,1217,inSure DeFi,SURE,0xcb86c6a22cb56b6cf40cafedb06ba0df188a416e,18,10776686
614,1223,Treehouse,TREE,0x77146784315ba81904d654466968e3a7c196d1f3,18,10691944
615,1226,Forta,FORT,0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29,18,10650076
616,1234,Destra Network,DSYNC,0xf94e7d0710709388bce3161c32b4eea56d3f91cc,18,10581248
617,1235,ANyONe Protocol,ANYONE,0xfeac2eae96899709a43e252b6b92971d32f9c0f9,18,10572201
618,1227,Yellow,YELLOW,0x236eb848c95b231299b4aa9f56c73d6893462720,18,10546485
619,1237,Inverse Finance,INV,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,18,10530495
620,1239,Spiko Digital Assets Cash & Carry Fund,SPKCC,0x4f33acf823e6eeb697180d553ce0c710124c8d59,18,10494390
621,1242,OpenVPP,OVPP,0xb4c6fedd984bc983b1a758d0875f1ea34f81a6af,18,10471804
622,1243,Epic Chain,EPIC,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,18,10443735
623,1244,Nest Alpha Vault (LP),INALPHA,0x64ab176c545bb85eca75d53c3ffcb361deafb855,18,10442662
624,1245,Yala Stablecoin,YU,0xe868084cf08f3c3db11f4b73a95473762d9463f7,18,10441409
625,1247,Hanu Yokia,HANU,0x72e5390edb7727e3d4e3436451dadaff675dbcc0,18,10438423
626,1248,Joe Coin,JOE,0x76e222b07c53d28b89b0bac18602810fc22b49a8,18,10421888
627,1249,Enzyme,MLN,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,18,10347474
628,1251,TG.Casino,TGC,0x25b4f5d4c314bcd5d7962734936c957b947cb7cf,18,10283900
629,1252,XION,XION,0x24d7ad9402717f429a81925fe7643b78918eda8b,18,10231994
630,1253,MyShell,SHELL,0xf2c88757f8d03634671208935974b60a2a28bdb3,18,10159853
631,1257,Backed GOVIES 0-6 months EURO,BC3M,0x2f123cf3f37ce3328cc9b5b8415f9ec5109b45e7,18,10045133
632,1259,eUSD,EUSD,0x14913815bcfde78baead2111f463d038ac9c2949,18,9998849
633,1262,Foom,FOOM,0xd0d56273290d339aaf1417d9bfa1bb8cfe8a0933,18,9941884
634,1263,Rupiah Token,IDRT,0x998ffe1e43facffb941dc337dd0468d52ba5b48a,18,9928513
635,1273,Balancer,BAL,0xba100000625a3754423978a60c9317c58a424e3d,18,9786316
636,1274,iShares Core MSCI Emerging Markets ETF (Ondo Tokenized ETF),IEMGON,0xcdd60d15125bf3362b6838d2506b0fa33bc1a515,18,9742835
637,1276,Hey Anon,ANON,0x79bbf4508b1391af3a0f4b30bb5fc4aa9ab0e07c,18,9681750
638,1278,OORT,OORT,0x5651fa7a726b9ec0cad00ee140179912b6e73599,18,9650755
639,1282,Bitgert,BRISE,0xf2b2f7b47715256ce4ea43363a867fdce9353e3a,18,9595637
640,1281,HairDAO,HAIR,0x9ce115f0341ae5dabc8b477b74e83db2018a6f42,18,9584581
641,1285,Gitcoin,GTC,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,18,9539635
642,1286,PAAL AI,PAAL,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,18,9512172
643,1289,Midas mAPOLLO,MAPOLLO,0x7cf9dec92ca9fd46f8d86e7798b72624bc116c05,18,9495007
644,1290,iShares Russell 1000 Growth ETF (Ondo Tokenized ETF),IWFON,0x8d05432c2786e3f93f1a9a62b9572dbf54f3ea06,18,9472511
645,1296,Realio Network Token,RIO,0x94a8b4ee5cd64c79d0ee816f467ea73009f51aa0,18,9366716
646,1298,edeXa,EDX,0xc114678c6e4654d041b2006c90f08478b444c4e2,18,9357645
647,1300,JumpToken,JMPT,0x420a24c9c65bd44c48bfb1cc8d6cd1ea8b1ac840,18,9301811
648,1301,Polkastarter,POLS,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,18,9281825
649,1305,Bella Protocol,BEL,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,18,9184176
650,1311,THORSwap,THOR,0xa5f2211b9b8170f694421f2046281775e8468044,18,9129507
651,1313,Heroes of Mavia,MAVIA,0x24fcfc492c1393274b6bcd568ac9e225bec93584,18,9106019
652,1317,Badger,BADGER,0x3472a5a71965499acd81997a54bba8d852c6e53d,18,9047178
653,1318,LandWolf,WOLF,0x67466be17df832165f8c80a5a120ccc652bd7e69,18,9010038
654,1319,Autonolas,OLAS,0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,18,9007516
655,1323,Stake DAO,SDT,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,18,8985017
656,1324,OMG Network,OMG,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,18,8964642
657,1329,ANDY ETH,ANDY,0x68bbed6a47194eff1cf514b50ea91895597fc91e,18,8867758
